date,symbols,realized_vol,range_stress,down_breadth,below_ma60,drawdown60,sell_pressure,new_low60,new_high60,down_breadth5,new_low_pressure,fear_volatility,fear_range,fear_breadth,fear_trend,fear_drawdown,fear_flow,fear_new_low,fear_core,core_components,qvix_close,fear_qvix,north_net,north_net_available,fear_north,fear_enhanced,fear_change3,fear_peak5,greed_enhanced,regime
2007-05-16,1,0.40229514790279597,0.04085191498256017,0.0,0.0,0.025323741007194256,0.0,0.0,0.0,0.4,0.0,,69.56521739130434,93.05555555555556,100.0,,,100.0,90.65519323671498,4,,,,,,90.65519323671498,12.987209046991666,90.65519323671498,9.344806763285021,极度恐惧
2007-05-17,1,0.40341017898135373,0.039879925933396246,0.0,0.0,0.0069064748201438375,0.0,0.0,0.0,0.4,0.0,,68.57142857142857,93.15068493150685,100.0,,,100.0,90.43052837573386,4,,,,,,90.43052837573386,30.179403049981666,90.65519323671498,9.569471624266143,极度恐惧
2007-05-18,1,0.3998480856178296,0.039551724871882965,0.0,0.0,0.004028776978417303,0.0,0.0,0.0,0.2,0.0,,64.7887323943662,63.51351351351351,100.0,,,100.0,82.07556147696994,4,,,,,,82.07556147696994,-6.972698672160135,90.65519323671498,17.924438523030062,极度恐惧
2007-05-21,1,0.39689638825412954,0.03727915980775802,0.0,0.0,0.0,0.0,0.0,1.0,0.2,-1.0,,59.72222222222222,64.0,100.0,,,11.688311688311687,58.85263347763348,4,,,,,,58.85263347763348,-31.802559759081497,90.65519323671498,41.14736652236652,中性
2007-05-22,1,0.3967840121859522,0.03236577917206039,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,,42.465753424657535,19.736842105263158,100.0,,,12.82051282051282,43.75577708760838,4,,,,,,43.75577708760838,-46.67475128812548,90.65519323671498,56.24422291239162,中性
2007-05-23,1,0.4006551136871289,0.028443139452044408,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,,31.08108108108108,20.77922077922078,100.0,,78.33333333333333,13.924050632911392,48.82353716530932,5,,,,,,48.82353716530932,-33.25202431166062,90.43052837573386,51.17646283469068,中性
2007-05-24,1,0.3459572844035174,0.02940923362689869,1.0,0.0,0.009647188533627338,0.011844554324891622,0.0,0.0,0.2,0.0,41.66666666666667,32.0,65.38461538461539,100.0,,86.88524590163934,100.0,70.9894213254869,6,,,,,,70.9894213254869,12.13678784785342,82.07556147696994,29.0105786745131,恐惧
2007-05-25,1,0.33311873523433333,0.029923740609188114,0.0,0.0,0.008269018743109258,0.0,0.0,0.0,0.2,0.0,32.78688524590164,36.84210526315789,65.82278481012658,100.0,,77.41935483870968,100.0,68.81185502631597,6,,,,,,68.81185502631597,25.05607793870759,70.9894213254869,31.188144973684032,恐惧
2007-05-28,1,0.28575598402170693,0.026698795741907377,0.0,0.0,0.0,0.0,0.0,1.0,0.2,-1.0,27.419354838709676,27.27272727272727,66.25,100.0,,77.77777777777779,14.634146341463413,52.22566770511302,6,,,,,,52.22566770511302,3.4021305398037,70.9894213254869,47.77433229488698,中性
2007-05-29,1,0.28985891602611213,0.02783064857242585,0.0,0.0,0.0,0.0,0.0,1.0,0.2,-1.0,28.57142857142857,29.48717948717949,66.66666666666666,100.0,,78.125,15.66265060240964,53.08548755461407,6,,,,,,53.08548755461407,-17.903933770872833,70.9894213254869,46.91451244538593,中性
2007-05-30,1,0.41416889667458867,0.03775070947726398,1.0,0.0,0.07456372289793756,0.11440560028669838,0.0,0.0,0.4,0.0,64.0625,63.29113924050633,93.90243902439023,100.0,,98.46153846153847,100.0,86.61960278773917,6,,,,,,86.61960278773917,17.8077477614232,86.61960278773917,13.380397212260831,极度恐惧
2007-05-31,1,0.41312044774319495,0.05043969986945175,0.0,0.0,0.06345848757271288,0.0,0.0,0.0,0.2,0.0,63.07692307692307,90.0,66.26506024096386,100.0,,77.27272727272727,100.0,82.76911843176903,6,,,,,,82.76911843176903,30.543450726656012,86.61960278773917,17.23088156823097,极度恐惧
2007-06-01,1,0.45862760665215885,0.05976332195097265,1.0,0.0,0.11158117398202017,0.0543138131872797,0.0,0.0,0.4,0.0,66.66666666666666,95.06172839506173,94.04761904761905,100.0,,94.02985074626866,100.0,91.63431080926937,6,,,,,,91.63431080926937,38.5488232546553,91.63431080926937,8.365689190730635,极度恐惧
2007-06-04,1,0.5673144149169896,0.0765261068314618,1.0,0.0,0.19354838709677424,0.11374261005085987,0.0,0.0,0.6,0.0,91.04477611940298,100.0,97.6470588235294,100.0,,97.05882352941177,100.0,97.6251097453907,6,,,,,,97.6251097453907,11.005506957651534,97.6251097453907,2.374890254609298,极度恐惧
2007-06-05,1,0.5657174986599455,0.09779554594693701,0.0,0.0,0.15653093601269175,0.0,0.0,0.0,0.6,0.0,89.70588235294117,100.0,97.67441860465115,100.0,,75.36231884057972,100.0,93.79043663302868,6,,,,,,93.79043663302868,11.021318201259646,97.6251097453907,6.209563366971324,极度恐惧
2007-06-06,1,0.5663439711924578,0.09223268341877607,0.0,0.0,0.14992067689053412,0.0,0.0,0.0,0.4,0.0,89.85507246376811,98.80952380952381,91.95402298850574,100.0,,75.71428571428571,100.0,92.72215082934724,6,,,,,,92.72215082934724,1.087840020077877,97.6251097453907,7.2778491706527575,极度恐惧
2007-06-07,1,0.5776584624401704,0.08066911976625439,0.0,0.0,0.11977789529349547,0.0,0.0,0.0,0.4,0.0,91.42857142857143,97.6470588235294,92.04545454545455,100.0,,76.05633802816901,100.0,92.8629038042874,6,,,,,,92.8629038042874,-4.7622059411033035,97.6251097453907,7.137096195712601,极度恐惧
2007-06-08,1,0.5776498987335527,0.07037251000642941,0.0,0.0,0.11396086726599686,0.0,0.0,0.0,0.2,0.0,90.14084507042254,95.34883720930233,62.92134831460674,100.0,,76.38888888888889,100.0,87.46665324720341,6,,,,,,87.46665324720341,-6.323783385825266,97.6251097453907,12.53334675279659,极度恐惧
2007-06-11,1,0.5778095952536961,0.051393367319811346,0.0,0.0,0.10364886303543097,0.0,0.0,0.0,0.0,0.0,91.66666666666666,85.0574712643678,18.88888888888889,100.0,,76.71232876712328,100.0,78.7208925978411,6,,,,,,78.7208925978411,-14.001258231506142,93.79043663302868,21.2791074021589,恐惧
2007-06-12,1,0.5769124562429983,0.03614369373791666,0.0,0.0,0.06398730830248545,0.0,0.0,0.0,0.0,0.0,87.67123287671232,53.40909090909091,19.78021978021978,100.0,,77.02702702702703,100.0,72.98126176550834,6,,,,,,72.98126176550834,-19.881642038779063,92.8629038042874,27.018738234491664,恐惧
2007-06-13,1,0.580977887715574,0.03206385384276409,0.0,0.0,0.03860391327340029,0.0,0.0,0.0,0.0,0.0,91.8918918918919,39.325842696629216,20.652173913043477,100.0,,77.33333333333333,100.0,71.53387363914966,6,,,,,,71.53387363914966,-15.93277960805375,92.8629038042874,28.46612636085034,恐惧
2007-06-14,1,0.5868077497273213,0.031089495131620827,1.0,0.0,0.062136435748281316,0.022136824638821575,0.0,0.0,0.2,0.0,92.0,36.666666666666664,64.51612903225806,100.0,,90.78947368421053,100.0,80.6620448971892,6,,,,,,80.6620448971892,1.9411522993481043,87.46665324720341,19.337955102810795,极度恐惧
2007-06-15,1,0.5870480417478945,0.03166842648497956,1.0,0.0,0.06478053939714434,0.0026192335665869977,0.0,0.0,0.4,0.0,92.10526315789474,38.46153846153847,92.5531914893617,100.0,,77.92207792207793,100.0,83.50701183847882,6,,,,,,83.50701183847882,10.525750072970482,83.50701183847882,16.492988161521183,极度恐惧
2007-06-18,1,0.5917834914091575,0.03420683045032456,0.0,0.0,0.04257006874669489,0.0,0.0,0.0,0.4,0.0,92.20779220779221,52.17391304347826,92.63157894736842,100.0,,75.64102564102564,100.0,85.44238497327741,6,,,,,,85.44238497327741,13.908511334127752,85.44238497327741,14.557615026722587,极度恐惧
2007-06-19,1,0.5911435305722337,0.0275629414351647,0.0,0.0,0.03331570597567424,0.0,0.0,0.0,0.4,0.0,91.02564102564102,24.731182795698924,92.70833333333334,100.0,,75.9493670886076,100.0,80.73575404054681,6,,,,,,80.73575404054681,0.07370914335760403,85.44238497327741,19.26424595945319,极度恐惧
2007-06-20,1,0.587544093376371,0.02933153790687284,1.0,0.0,0.04812268640930728,0.013621320933786193,0.0,0.0,0.6,0.0,89.87341772151899,28.723404255319153,97.9381443298969,100.0,,85.0,100.0,83.5891610511225,6,,,,,,83.5891610511225,0.08214921264368513,85.44238497327741,16.410838948877498,极度恐惧
2007-06-21,1,0.586536280097624,0.027451999953077434,0.0,0.0,0.04362771020624012,0.0,0.0,0.0,0.4,0.0,86.25,24.210526315789473,91.83673469387756,100.0,,75.30864197530865,100.0,79.60098383082929,6,,,,,,79.60098383082929,-5.84140114244812,85.44238497327741,20.399016169170707,恐惧
2007-06-22,1,0.5975822906869847,0.03671928311043221,1.0,0.0,0.07350608143839243,0.027128956084568077,0.0,0.0,0.4,0.0,93.82716049382715,58.333333333333336,91.91919191919192,100.0,,92.6829268292683,100.0,89.46043542927013,6,,,,,,89.46043542927013,8.724681388723326,89.46043542927013,10.539564570729866,极度恐惧
2007-06-25,1,0.6245562843968564,0.04539338778082465,1.0,0.0,0.12823902696985723,0.05002954336272484,0.0,0.0,0.6,0.0,100.0,75.25773195876289,98.0,100.0,,92.7710843373494,100.0,94.33813604935204,6,,,,,,94.33813604935204,10.748974998229542,94.33813604935204,5.661863950647955,极度恐惧
2007-06-26,1,0.6204059294130239,0.05084525723408724,0.0,0.0,0.11078794288736116,0.0,0.0,0.0,0.6,0.0,98.79518072289156,84.6938775510204,98.01980198019803,100.0,,73.80952380952381,100.0,92.55306401060564,6,,,,,,92.55306401060564,12.952080179776345,94.33813604935204,7.446935989394362,极度恐惧
2007-06-27,1,0.5718050399939009,0.049825991716884004,0.0,0.0,0.0877842411422527,0.0,0.0,0.0,0.4,0.0,76.19047619047619,82.82828282828282,90.19607843137256,100.0,,74.11764705882354,100.0,87.22208075149251,6,,,,,,87.22208075149251,-2.2383546777776218,94.33813604935204,12.777919248507487,极度恐惧
2007-06-28,1,0.5926068969478926,0.055127924084033775,1.0,0.0,0.13008989952406136,0.03593005290108687,0.0,0.0,0.6,0.0,89.41176470588236,90.0,98.05825242718447,100.0,,91.86046511627907,100.0,94.88841370822432,6,,,,,,94.88841370822432,0.5502776588722753,94.88841370822432,5.11158629177568,极度恐惧
2007-06-29,1,0.5784257464767573,0.05006394471608794,1.0,1.0,0.16155473294553147,0.028044124106593186,0.0,0.0,0.6,0.0,80.23255813953489,82.17821782178217,98.07692307692307,100.0,,90.80459770114942,100.0,91.88204945656491,6,,,,,,91.88204945656491,-0.671014554040724,94.88841370822432,8.117950543435086,极度恐惧
2007-07-02,1,0.47135554645841954,0.04351924164934005,0.0,1.0,0.15309360126916982,0.0,0.0,0.0,0.4,0.0,51.724137931034484,69.6078431372549,88.57142857142857,100.0,,72.72727272727273,100.0,80.43844706116512,6,,,,,,80.43844706116512,-6.783633690327392,94.88841370822432,19.56155293883488,极度恐惧
2007-07-03,1,0.44773414671331124,0.037952387478370715,0.0,1.0,0.13722897937599154,0.0,0.0,0.0,0.4,0.0,48.86363636363637,58.252427184466015,88.67924528301887,100.0,,73.03370786516854,100.0,78.13816944938164,6,,,,,,78.13816944938164,-16.750244258842685,94.88841370822432,21.861830550618365,恐惧
2007-07-04,1,0.45264249790357935,0.03669823530461415,1.0,1.0,0.15335801163405605,0.0123586398665364,0.0,0.0,0.6,0.0,49.43820224719101,53.84615384615385,98.13084112149532,100.0,,81.11111111111111,100.0,80.42105138765855,6,,,,,,80.42105138765855,-11.460998068906363,94.88841370822432,19.57894861234145,极度恐惧
2007-07-05,1,0.4804093104584973,0.03940230612991356,1.0,1.0,0.2043892120571127,0.08660779605964984,0.0,0.0,0.6,0.0,54.44444444444444,60.952380952380956,98.14814814814815,100.0,,96.7032967032967,100.0,85.04137837471171,6,,,,,,85.04137837471171,4.602931313546591,91.88204945656491,14.958621625288288,极度恐惧
2007-07-06,1,0.511323845075817,0.04482140849859272,0.0,1.0,0.1681649920676891,0.0,0.0,0.0,0.4,0.0,67.03296703296702,71.69811320754717,87.1559633027523,100.0,,71.73913043478261,100.0,82.93769566300818,6,,,,,,82.93769566300818,4.7995262136265495,85.04137837471171,17.062304336991815,极度恐惧
2007-07-09,1,0.5218182295412123,0.04329574171103554,0.0,1.0,0.14357482813326283,0.0,0.0,0.0,0.4,0.0,69.56521739130434,69.1588785046729,87.27272727272727,100.0,,72.04301075268818,100.0,83.00663898689878,6,,,,,,83.00663898689878,2.5855875992402275,85.04137837471171,16.99336101310122,极度恐惧
2007-07-10,1,0.4971290512687662,0.043922219068969384,1.0,1.0,0.16314119513484926,0.01565451269635956,0.0,0.0,0.6,0.0,58.06451612903226,70.37037037037037,98.1981981981982,100.0,,81.91489361702128,100.0,84.75799638577035,6,,,,,,84.75799638577035,-0.2833819889413576,85.04137837471171,15.242003614229645,极度恐惧
2007-07-11,1,0.4851388793411952,0.042333163939384466,0.0,1.0,0.15653093601269175,0.0,0.0,0.0,0.4,0.0,54.25531914893617,66.05504587155964,86.60714285714286,100.0,,71.57894736842105,100.0,79.74940920767662,6,,,,,,79.74940920767662,-3.188286455331564,85.04137837471171,20.25059079232338,恐惧
2007-07-12,1,0.48193415125959826,0.03291354179883361,0.0,1.0,0.1512427287149657,0.0,0.0,0.0,0.2,0.0,53.68421052631579,40.0,53.98230088495575,100.0,,71.875,100.0,69.92358523521192,6,,,,,,69.92358523521192,-13.083053751686862,84.75799638577035,30.076414764788083,恐惧
2007-07-13,1,0.48234202967914974,0.022403017297571045,0.0,1.0,0.15018508725542046,0.0,0.0,0.0,0.2,0.0,54.166666666666664,5.405405405405405,54.385964912280706,100.0,,72.16494845360825,100.0,64.35383090632683,6,,,,,,64.35383090632683,-20.40416547944352,84.75799638577035,35.646169093673166,恐惧
2007-07-16,1,0.47970203344437856,0.022888101032074913,1.0,1.0,0.1771549444738234,0.01962715193327486,0.0,0.0,0.4,0.0,49.48453608247423,6.25,86.95652173913044,100.0,,84.6938775510204,100.0,71.23082256210418,6,,,,,,71.23082256210418,-8.51858664557244,84.75799638577035,28.76917743789582,恐惧
2007-07-17,1,0.48423614579935653,0.024714016072976675,0.0,1.0,0.1626123744050767,0.0,0.0,0.0,0.2,0.0,55.10204081632652,15.929203539823009,54.310344827586206,100.0,,71.71717171717171,100.0,66.17646015015124,6,,,,,,66.17646015015124,-3.7471250850606737,79.74940920767662,33.82353984984876,恐惧
2007-07-18,1,0.48554181693349163,0.027111089765893027,0.0,1.0,0.15653093601269175,0.0,0.0,0.0,0.2,0.0,56.56565656565656,21.929824561403507,54.700854700854705,100.0,88.33333333333333,72.0,100.0,70.50423845160687,7,,,,,,70.50423845160687,6.150407545280032,71.23082256210418,29.495761548393133,恐惧
2007-07-19,1,0.4842135837154846,0.026672218292538786,1.0,1.0,0.1649920676890534,0.005696693198920205,0.0,0.0,0.4,0.0,54.0,20.869565217391305,87.28813559322035,100.0,93.44262295081968,76.23762376237624,100.0,75.97684964625822,7,,,,,,75.97684964625822,4.746027084154036,75.97684964625822,24.023150353741784,恐惧
