line,symbol,entry_date,exit_date,ret,cash_before,cash_after,exit_reason,line_eval,variant
C,515170,2025-07-08,2025-09-02,0.080071174377224,7916.925513535633,8550.843036861439,original,C,tp0.2_sl-0.08_tr0.1_ts0.15
C,516750,2025-09-03,2025-11-06,0.0377358490566037,8550.843036861439,8873.516359007153,original,C,tp0.2_sl-0.08_tr0.1_ts0.15
C,512660,2025-11-07,2026-01-06,0.21589958158995826,8873.516359007153,10789.304828148448,tp0.2,C,tp0.2_sl-0.08_tr0.1_ts0.15
C,515170,2026-01-07,2026-03-12,-0.0573476702508961,10789.304828148448,10170.56333262739,original,C,tp0.2_sl-0.08_tr0.1_ts0.15
C,512660,2026-03-13,2026-03-23,-0.10961810466760968,10170.56333262739,9055.685456702888,sl-0.08,C,tp0.2_sl-0.08_tr0.1_ts0.15
C,512950,2026-03-24,2026-05-25,0.0854068594485542,9055.685456702888,9829.103111713828,original,C,tp0.2_sl-0.08_tr0.1_ts0.15
C,159930,2026-05-26,2026-06-25,-0.08232445520581111,9829.103111713828,9019.927552880245,sl-0.08,C,tp0.2_sl-0.08_tr0.1_ts0.15
C,512980,2026-07-07,2026-07-24,-0.08044554455445552,9019.927552880245,8294.314569047056,sl-0.08,C,tp0.2_sl-0.08_tr0.1_ts0.15
C,515210,2021-01-05,2021-03-03,0.2061191626409018,10000.0,12061.191626409018,tp0.2,C,tp0.2_sl-0.12_trNone_ts0.1
C,159902,2021-03-04,2021-04-30,-0.0435419719489219,12061.191626409018,11536.023558941346,original,C,tp0.2_sl-0.12_trNone_ts0.1
C,512880,2021-05-06,2021-07-02,0.0234833659491193,11536.023558941346,11806.928221773627,original,C,tp0.2_sl-0.12_trNone_ts0.1
C,159930,2021-07-05,2021-08-30,0.1588541666666667,11806.928221773627,13682.507965336627,original,C,tp0.2_sl-0.12_trNone_ts0.1
C,512880,2021-08-31,2021-11-04,-0.030088495575221,13682.507965336627,13270.82188496367,original,C,tp0.2_sl-0.12_trNone_ts0.1
C,515210,2021-11-05,2021-12-31,0.0701415701415701,13270.82188496367,14201.658169044134,original,C,tp0.2_sl-0.12_trNone_ts0.1
C,159930,2022-01-04,2022-03-08,0.0940919037199123,14201.658169044134,15537.919222148943,original,C,tp0.2_sl-0.12_trNone_ts0.1
C,512950,2022-03-09,2022-04-26,-0.12685337726523882,15537.919222148943,13566.881693144876,sl-0.12,C,tp0.2_sl-0.12_trNone_ts0.1
C,512660,2022-04-27,2022-06-02,0.20368364030335862,13566.881693144876,16330.233543969618,tp0.2,C,tp0.2_sl-0.12_trNone_ts0.1
C,512880,2022-06-06,2022-08-01,-0.0066225165562914,16330.233543969618,16222.086301956573,original,C,tp0.2_sl-0.12_trNone_ts0.1
C,516970,2022-08-02,2022-09-28,-0.0504124656278642,16222.086301956573,15404.290933846942,original,C,tp0.2_sl-0.12_trNone_ts0.1
C,516970,2022-09-29,2022-12-01,0.1073170731707318,15404.290933846942,17057.434351137836,original,C,tp0.2_sl-0.12_trNone_ts0.1
C,512880,2022-12-02,2023-02-06,0.0458612975391499,17057.434351137836,17839.710423169883,original,C,tp0.2_sl-0.12_trNone_ts0.1
C,516750,2023-02-07,2023-04-04,-0.0399568034557236,17839.710423169883,17126.89262008426,original,C,tp0.2_sl-0.12_trNone_ts0.1
C,515790,2023-04-06,2023-06-01,-0.12255639097744364,17126.89262008426,15027.88247190852,sl-0.12,C,tp0.2_sl-0.12_trNone_ts0.1
C,159666,2023-06-02,2023-08-01,0.0511182108626198,15027.88247190852,15796.080936926208,original,C,tp0.2_sl-0.12_trNone_ts0.1
C,515170,2023-08-02,2023-09-27,-0.0660247592847317,15796.080936926208,14753.148495423515,original,C,tp0.2_sl-0.12_trNone_ts0.1
C,512660,2023-09-28,2023-12-01,-0.0229083665338645,14753.148495423515,14415.17796216182,original,C,tp0.2_sl-0.12_trNone_ts0.1
C,515790,2023-12-04,2024-01-30,-0.0870588235294117,14415.17796216182,13160.20952780891,original,C,tp0.2_sl-0.12_trNone_ts0.1
C,515170,2024-01-31,2024-04-08,0.104882459312839,13160.20952780891,14540.484668157764,original,C,tp0.2_sl-0.12_trNone_ts0.1
C,515790,2024-04-09,2024-06-07,-0.0965435041716328,14540.484668157764,13136.695325939912,original,C,tp0.2_sl-0.12_trNone_ts0.1
C,512400,2024-06-11,2024-08-06,-0.0999020568070517,13136.695325939912,11824.312443230932,original,C,tp0.2_sl-0.12_trNone_ts0.1
C,515170,2024-08-07,2024-09-18,-0.1261770244821092,11824.312443230932,10332.355882597274,sl-0.12,C,tp0.2_sl-0.12_trNone_ts0.1
C,515170,2024-09-19,2024-09-27,0.29201680672268915,10332.355882597274,13349.577453355723,tp0.2,C,tp0.2_sl-0.12_trNone_ts0.1
C,515170,2024-09-30,2024-10-15,-0.13589364844903995,13349.577453355723,11535.45466796617,sl-0.12,C,tp0.2_sl-0.12_trNone_ts0.1
C,159766,2024-10-16,2024-12-11,0.1582952815829528,11535.45466796617,13361.462712819262,original,C,tp0.2_sl-0.12_trNone_ts0.1
C,159755,2024-12-12,2025-02-17,0.0071942446043165,13361.462712819262,13457.588343846739,original,C,tp0.2_sl-0.12_trNone_ts0.1
C,512400,2025-02-18,2025-04-16,0.0127326150832518,13457.588343846739,13628.938636177796,original,C,tp0.2_sl-0.12_trNone_ts0.1
C,159811,2025-04-17,2025-06-18,0.1187499999999996,13628.938636177796,15247.375099223906,original,C,tp0.2_sl-0.12_trNone_ts0.1
C,516750,2025-06-19,2025-07-21,0.1886477462437394,15247.375099223906,18123.75804782541,original,C,tp0.2_sl-0.12_trNone_ts0.1
C,515170,2025-07-22,2025-09-16,0.0273504273504274,18123.75804782541,18619.450575629184,original,C,tp0.2_sl-0.12_trNone_ts0.1
C,512660,2025-09-17,2025-11-20,-0.0210084033613444,18619.450575629184,18228.28564756975,original,C,tp0.2_sl-0.12_trNone_ts0.1
C,159611,2025-11-21,2026-01-20,0.0313111545988258,18228.28564756975,18799.034317552367,original,C,tp0.2_sl-0.12_trNone_ts0.1
C,515170,2026-01-21,2026-03-26,-0.0591497227356747,18799.034317552367,17687.076649970713,original,C,tp0.2_sl-0.12_trNone_ts0.1
C,512950,2026-03-27,2026-05-28,0.0665770006724948,17687.076649970713,18864.62916399028,original,C,tp0.2_sl-0.12_trNone_ts0.1
C,516970,2026-05-29,2026-07-27,-0.0635738831615119,18864.62916399028,17665.331433633513,original,C,tp0.2_sl-0.12_trNone_ts0.1
C,515210,2021-01-05,2021-02-26,0.07648953301127204,10000.0,10764.89533011272,trail0.06,C,tp0.2_sl-0.12_tr0.06_ts0.1
C,159902,2021-03-01,2021-03-24,-0.12844967532467533,10764.89533011272,9382.148020055627,sl-0.12,C,tp0.2_sl-0.12_tr0.06_ts0.1
C,512400,2021-03-25,2021-05-10,0.22805247225025238,9382.148020055627,11521.770071047124,tp0.2,C,tp0.2_sl-0.12_tr0.06_ts0.1
C,159902,2021-05-11,2021-07-07,0.1090661213360602,11521.770071047124,12778.404843622136,original,C,tp0.2_sl-0.12_tr0.06_ts0.1
C,510880,2021-07-08,2021-09-02,0.1394933999286478,12778.404843622136,14560.90798092369,original,C,tp0.2_sl-0.12_tr0.06_ts0.1
C,159902,2021-09-03,2021-11-09,0.0571366968520914,14560.90798092369,15392.870166120925,original,C,tp0.2_sl-0.12_tr0.06_ts0.1
C,516970,2021-11-10,2022-01-06,0.1277173913043479,15392.870166120925,17358.807388424415,original,C,tp0.2_sl-0.12_tr0.06_ts0.1
C,159813,2022-01-07,2022-03-11,-0.0574112734864299,17358.807388424415,16362.21615004932,original,C,tp0.2_sl-0.12_tr0.06_ts0.1
C,512720,2022-03-14,2022-04-22,-0.1333333333333333,16362.21615004932,14180.587330042745,sl-0.12,C,tp0.2_sl-0.12_tr0.06_ts0.1
C,512720,2022-04-25,2022-06-24,0.1718918918918919,14180.587330042745,16618.115314341983,original,C,tp0.2_sl-0.12_tr0.06_ts0.1
C,512880,2022-06-27,2022-08-22,-0.0520408163265305,16618.115314341983,15753.29502757521,original,C,tp0.2_sl-0.12_tr0.06_ts0.1
C,512880,2022-08-23,2022-09-30,-0.12352309344790557,15753.29502757521,13807.39929377161,sl-0.12,C,tp0.2_sl-0.12_tr0.06_ts0.1
C,516970,2022-10-10,2022-12-05,0.1703992210321325,13807.39929377161,16160.16937790991,original,C,tp0.2_sl-0.12_tr0.06_ts0.1
C,512880,2022-12-06,2023-02-08,0.008686210640608,16160.16937790991,16300.54001311434,original,C,tp0.2_sl-0.12_tr0.06_ts0.1
C,516750,2023-02-09,2023-04-07,-0.0301399354144241,16300.54001311434,15809.242789898839,original,C,tp0.2_sl-0.12_tr0.06_ts0.1
C,515790,2023-04-10,2023-05-31,-0.12407132243684993,15809.242789898839,13847.769130230856,sl-0.12,C,tp0.2_sl-0.12_tr0.06_ts0.1
C,159666,2023-06-01,2023-07-31,0.0568060021436227,13847.769130230856,14634.405533127143,original,C,tp0.2_sl-0.12_tr0.06_ts0.1
C,159870,2023-08-01,2023-09-26,-0.1054852320675104,14634.405533127143,13090.691869295168,original,C,tp0.2_sl-0.12_tr0.06_ts0.1
C,512660,2023-09-27,2023-11-30,-0.0131180625630675,13090.691869295168,12918.967354359915,original,C,tp0.2_sl-0.12_tr0.06_ts0.1
C,515790,2023-12-01,2024-01-29,-0.0812064965197215,12918.967354359915,11869.86327685969,original,C,tp0.2_sl-0.12_tr0.06_ts0.1
C,515170,2024-01-30,2024-04-03,0.1303571428571428,11869.86327685969,13417.184739736043,original,C,tp0.2_sl-0.12_tr0.06_ts0.1
C,515790,2024-04-08,2024-06-06,-0.0768307322929171,13417.184739736043,12386.33261087277,original,C,tp0.2_sl-0.12_tr0.06_ts0.1
C,516750,2024-06-07,2024-08-05,-0.1066878980891719,12386.33261087277,11064.86081958539,original,C,tp0.2_sl-0.12_tr0.06_ts0.1
C,515170,2024-08-06,2024-09-18,-0.12452830188679243,11064.86081958539,9686.97249110872,sl-0.12,C,tp0.2_sl-0.12_tr0.06_ts0.1
C,515170,2024-09-19,2024-09-27,0.29201680672268915,9686.97249110872,12515.731264772821,tp0.2,C,tp0.2_sl-0.12_tr0.06_ts0.1
C,515170,2024-09-30,2024-10-15,-0.13589364844903995,12515.731264772821,10814.922880195125,sl-0.12,C,tp0.2_sl-0.12_tr0.06_ts0.1
C,159766,2024-10-16,2024-11-14,0.08219178082191769,10814.922880195125,11703.820651170065,trail0.06,C,tp0.2_sl-0.12_tr0.06_ts0.1
C,516750,2024-11-15,2025-01-13,-0.0950965824665677,11703.820651170065,10590.827305442152,original,C,tp0.2_sl-0.12_tr0.06_ts0.1
C,516970,2025-01-14,2025-03-19,0.0391595033428846,10590.827305442152,11005.558842713528,original,C,tp0.2_sl-0.12_tr0.06_ts0.1
C,512660,2025-03-20,2025-04-07,-0.14325323475046214,11005.558842713528,9428.976938258262,sl-0.12,C,tp0.2_sl-0.12_tr0.06_ts0.1
C,512400,2025-04-08,2025-06-09,0.1259105098855359,9428.976938258262,10616.18423225332,original,C,tp0.2_sl-0.12_tr0.06_ts0.1
C,512720,2025-06-10,2025-08-05,0.0719079578139982,10616.18423225332,11379.572360171825,original,C,tp0.2_sl-0.12_tr0.06_ts0.1
C,159902,2025-08-06,2025-09-04,0.0662087912087912,11379.572360171825,12133.000090611773,trail0.06,C,tp0.2_sl-0.12_tr0.06_ts0.1
C,516750,2025-09-05,2025-11-10,0.0487106017191978,12133.000090611773,12724.005825684555,original,C,tp0.2_sl-0.12_tr0.06_ts0.1
C,159992,2025-11-11,2026-01-08,-0.01010101010101,12724.005825684555,12595.480514314006,original,C,tp0.2_sl-0.12_tr0.06_ts0.1
C,515170,2026-01-09,2026-03-16,-0.03770197486535,12595.480514314006,12120.606024546334,original,C,tp0.2_sl-0.12_tr0.06_ts0.1
C,512660,2026-03-17,2026-05-18,-0.0007267441860464,12120.606024546334,12111.797444586637,original,C,tp0.2_sl-0.12_tr0.06_ts0.1
C,159766,2026-05-19,2026-07-09,-0.13128038897893024,12111.797444586637,10521.755964827289,sl-0.12,C,tp0.2_sl-0.12_tr0.06_ts0.1
C,515210,2021-01-05,2021-03-03,0.2061191626409018,10000.0,12061.191626409018,tp0.2,C,tp0.2_sl-0.12_tr0.1_ts0.15
C,159902,2021-03-04,2021-04-30,-0.0435419719489219,12061.191626409018,11536.023558941346,original,C,tp0.2_sl-0.12_tr0.1_ts0.15
C,512880,2021-05-06,2021-07-02,0.0234833659491193,11536.023558941346,11806.928221773627,original,C,tp0.2_sl-0.12_tr0.1_ts0.15
C,159930,2021-07-05,2021-08-30,0.1588541666666667,11806.928221773627,13682.507965336627,original,C,tp0.2_sl-0.12_tr0.1_ts0.15
C,512880,2021-08-31,2021-11-04,-0.030088495575221,13682.507965336627,13270.82188496367,original,C,tp0.2_sl-0.12_tr0.1_ts0.15
C,515210,2021-11-05,2021-12-31,0.0701415701415701,13270.82188496367,14201.658169044134,original,C,tp0.2_sl-0.12_tr0.1_ts0.15
C,159930,2022-01-04,2022-03-08,0.0940919037199123,14201.658169044134,15537.919222148943,original,C,tp0.2_sl-0.12_tr0.1_ts0.15
C,512950,2022-03-09,2022-04-26,-0.12685337726523882,15537.919222148943,13566.881693144876,sl-0.12,C,tp0.2_sl-0.12_tr0.1_ts0.15
C,512660,2022-04-27,2022-06-02,0.20368364030335862,13566.881693144876,16330.233543969618,tp0.2,C,tp0.2_sl-0.12_tr0.1_ts0.15
C,512880,2022-06-06,2022-08-01,-0.0066225165562914,16330.233543969618,16222.086301956573,original,C,tp0.2_sl-0.12_tr0.1_ts0.15
C,516970,2022-08-02,2022-09-28,-0.0504124656278642,16222.086301956573,15404.290933846942,original,C,tp0.2_sl-0.12_tr0.1_ts0.15
C,516970,2022-09-29,2022-12-01,0.1073170731707318,15404.290933846942,17057.434351137836,original,C,tp0.2_sl-0.12_tr0.1_ts0.15
C,512880,2022-12-02,2023-02-06,0.0458612975391499,17057.434351137836,17839.710423169883,original,C,tp0.2_sl-0.12_tr0.1_ts0.15
C,516750,2023-02-07,2023-04-04,-0.0399568034557236,17839.710423169883,17126.89262008426,original,C,tp0.2_sl-0.12_tr0.1_ts0.15
C,515790,2023-04-06,2023-06-01,-0.12255639097744364,17126.89262008426,15027.88247190852,sl-0.12,C,tp0.2_sl-0.12_tr0.1_ts0.15
C,159666,2023-06-02,2023-08-01,0.0511182108626198,15027.88247190852,15796.080936926208,original,C,tp0.2_sl-0.12_tr0.1_ts0.15
C,515170,2023-08-02,2023-09-27,-0.0660247592847317,15796.080936926208,14753.148495423515,original,C,tp0.2_sl-0.12_tr0.1_ts0.15
C,512660,2023-09-28,2023-12-01,-0.0229083665338645,14753.148495423515,14415.17796216182,original,C,tp0.2_sl-0.12_tr0.1_ts0.15
C,515790,2023-12-04,2024-01-30,-0.0870588235294117,14415.17796216182,13160.20952780891,original,C,tp0.2_sl-0.12_tr0.1_ts0.15
C,515170,2024-01-31,2024-04-08,0.104882459312839,13160.20952780891,14540.484668157764,original,C,tp0.2_sl-0.12_tr0.1_ts0.15
C,515790,2024-04-09,2024-06-07,-0.0965435041716328,14540.484668157764,13136.695325939912,original,C,tp0.2_sl-0.12_tr0.1_ts0.15
C,512400,2024-06-11,2024-08-06,-0.0999020568070517,13136.695325939912,11824.312443230932,original,C,tp0.2_sl-0.12_tr0.1_ts0.15
C,515170,2024-08-07,2024-09-18,-0.1261770244821092,11824.312443230932,10332.355882597274,sl-0.12,C,tp0.2_sl-0.12_tr0.1_ts0.15
C,515170,2024-09-19,2024-09-27,0.29201680672268915,10332.355882597274,13349.577453355723,tp0.2,C,tp0.2_sl-0.12_tr0.1_ts0.15
C,515170,2024-09-30,2024-10-15,-0.13589364844903995,13349.577453355723,11535.45466796617,sl-0.12,C,tp0.2_sl-0.12_tr0.1_ts0.15
C,159766,2024-10-16,2024-12-11,0.1582952815829528,11535.45466796617,13361.462712819262,original,C,tp0.2_sl-0.12_tr0.1_ts0.15
C,159755,2024-12-12,2025-02-17,0.0071942446043165,13361.462712819262,13457.588343846739,original,C,tp0.2_sl-0.12_tr0.1_ts0.15
C,512400,2025-02-18,2025-04-16,0.0127326150832518,13457.588343846739,13628.938636177796,original,C,tp0.2_sl-0.12_tr0.1_ts0.15
C,159811,2025-04-17,2025-06-18,0.1187499999999996,13628.938636177796,15247.375099223906,original,C,tp0.2_sl-0.12_tr0.1_ts0.15
C,516750,2025-06-19,2025-07-21,0.1886477462437394,15247.375099223906,18123.75804782541,original,C,tp0.2_sl-0.12_tr0.1_ts0.15
C,515170,2025-07-22,2025-09-16,0.0273504273504274,18123.75804782541,18619.450575629184,original,C,tp0.2_sl-0.12_tr0.1_ts0.15
C,512660,2025-09-17,2025-11-20,-0.0210084033613444,18619.450575629184,18228.28564756975,original,C,tp0.2_sl-0.12_tr0.1_ts0.15
C,159611,2025-11-21,2026-01-20,0.0313111545988258,18228.28564756975,18799.034317552367,original,C,tp0.2_sl-0.12_tr0.1_ts0.15
C,515170,2026-01-21,2026-03-26,-0.0591497227356747,18799.034317552367,17687.076649970713,original,C,tp0.2_sl-0.12_tr0.1_ts0.15
C,512950,2026-03-27,2026-05-28,0.0665770006724948,17687.076649970713,18864.62916399028,original,C,tp0.2_sl-0.12_tr0.1_ts0.15
C,516970,2026-05-29,2026-07-27,-0.0635738831615119,18864.62916399028,17665.331433633513,original,C,tp0.2_sl-0.12_tr0.1_ts0.15
C,515210,2021-01-05,2021-03-03,0.2061191626409018,10000.0,12061.191626409018,tp0.2,C,tp0.2_slNone_trNone_ts0.1
C,159902,2021-03-04,2021-04-30,-0.0435419719489219,12061.191626409018,11536.023558941346,original,C,tp0.2_slNone_trNone_ts0.1
C,512880,2021-05-06,2021-07-02,0.0234833659491193,11536.023558941346,11806.928221773627,original,C,tp0.2_slNone_trNone_ts0.1
C,159930,2021-07-05,2021-08-30,0.1588541666666667,11806.928221773627,13682.507965336627,original,C,tp0.2_slNone_trNone_ts0.1
C,512880,2021-08-31,2021-11-04,-0.030088495575221,13682.507965336627,13270.82188496367,original,C,tp0.2_slNone_trNone_ts0.1
C,515210,2021-11-05,2021-12-31,0.0701415701415701,13270.82188496367,14201.658169044134,original,C,tp0.2_slNone_trNone_ts0.1
C,159930,2022-01-04,2022-03-08,0.0940919037199123,14201.658169044134,15537.919222148943,original,C,tp0.2_slNone_trNone_ts0.1
C,512950,2022-03-09,2022-05-11,-0.0757825370675452,15537.919222148943,14360.416282743918,original,C,tp0.2_slNone_trNone_ts0.1
C,159811,2022-05-12,2022-07-08,0.0926773455377574,14360.416282743918,15691.301544645814,original,C,tp0.2_slNone_trNone_ts0.1
C,516750,2022-07-11,2022-09-05,-0.0999999999999999,15691.301544645814,14122.171390181235,original,C,tp0.2_slNone_trNone_ts0.1
C,159813,2022-09-06,2022-11-09,-0.0810810810810809,14122.171390181235,12977.130466653029,original,C,tp0.2_slNone_trNone_ts0.1
C,512880,2022-11-10,2023-01-06,0.0424528301886792,12977.130466653029,13528.046382690187,original,C,tp0.2_slNone_trNone_ts0.1
C,159825,2023-01-09,2023-03-13,-0.0034682080924856,13528.046382690187,13481.12830275022,original,C,tp0.2_slNone_trNone_ts0.1
C,516750,2023-03-14,2023-05-15,-0.0851063829787235,13481.12830275022,12333.79823443105,original,C,tp0.2_slNone_trNone_ts0.1
C,159666,2023-05-16,2023-07-13,-0.0296827021494371,12333.79823443105,11967.69777506718,original,C,tp0.2_slNone_trNone_ts0.1
C,515170,2023-07-14,2023-09-08,-0.0057388809182209,11967.69777506718,11899.01658267081,original,C,tp0.2_slNone_trNone_ts0.1
C,515790,2023-09-11,2023-11-14,-0.071638861629048,11899.01658267081,11046.58458018311,original,C,tp0.2_slNone_trNone_ts0.1
C,515790,2023-11-15,2024-01-11,-0.0862785862785862,11046.58458018311,10093.500879398081,original,C,tp0.2_slNone_trNone_ts0.1
C,512950,2024-01-12,2024-03-18,0.1224307417336907,10093.500879398081,11329.255678752448,original,C,tp0.2_slNone_trNone_ts0.1
C,515790,2024-03-19,2024-05-21,-0.1196388261851015,11329.255678752448,9973.83682779561,original,C,tp0.2_slNone_trNone_ts0.1
C,515790,2024-05-22,2024-07-18,-0.1785283474065138,9973.83682779561,8193.224221627035,original,C,tp0.2_slNone_trNone_ts0.1
C,515790,2024-07-19,2024-09-13,-0.0708092485549132,8193.224221627035,7613.068171251711,original,C,tp0.2_slNone_trNone_ts0.1
C,515170,2024-09-18,2024-09-26,0.20474137931034497,7613.068171251711,9171.778249417472,tp0.2,C,tp0.2_slNone_trNone_ts0.1
C,515170,2024-09-27,2024-11-29,-0.0162601626016259,9171.778249417472,9022.643643735888,original,C,tp0.2_slNone_trNone_ts0.1
C,516970,2024-12-02,2025-02-05,-0.0986159169550172,9022.643643735888,8132.867367450516,original,C,tp0.2_slNone_trNone_ts0.1
C,516750,2025-02-06,2025-04-03,0.0501618122977347,8132.867367450516,8540.826733778942,original,C,tp0.2_slNone_trNone_ts0.1
C,512660,2025-04-07,2025-06-06,0.129449838187702,8540.826733778942,9646.435372455826,original,C,tp0.2_slNone_trNone_ts0.1
C,512720,2025-06-09,2025-08-04,0.0559241706161139,9646.435372455826,10185.904270062363,original,C,tp0.2_slNone_trNone_ts0.1
C,516750,2025-08-05,2025-09-30,0.0086580086580085,10185.904270062363,10274.09391742221,original,C,tp0.2_slNone_trNone_ts0.1
C,159666,2025-10-09,2025-12-04,0.0069999999999998,10274.09391742221,10346.012574844164,original,C,tp0.2_slNone_trNone_ts0.1
C,159666,2025-12-05,2026-02-03,0.0059464816650147,10346.012574844164,10407.534948926488,original,C,tp0.2_slNone_trNone_ts0.1
C,515170,2026-02-04,2026-04-10,-0.0818505338078292,10407.534948926488,9555.672657733216,original,C,tp0.2_slNone_trNone_ts0.1
C,512720,2026-04-13,2026-06-11,-0.0817661488143909,9555.672657733216,8774.342105179396,original,C,tp0.2_slNone_trNone_ts0.1
C,159992,2026-06-16,2026-07-06,0.21001390820584143,8774.342105179396,10617.075982623192,tp0.2,C,tp0.2_slNone_trNone_ts0.1
C,515210,2021-01-05,2021-02-26,0.07648953301127204,10000.0,10764.89533011272,trail0.06,C,tp0.2_slNone_tr0.06_ts0.1
C,159902,2021-03-01,2021-04-27,-0.0813717532467531,10764.89533011272,9888.936923583664,original,C,tp0.2_slNone_tr0.06_ts0.1
C,512880,2021-04-28,2021-06-15,0.059980334316617645,9888.936923583664,10482.078666296156,trail0.06,C,tp0.2_slNone_tr0.06_ts0.1
C,512400,2021-06-16,2021-07-09,0.22315592903828207,10482.078666296156,12821.216669325831,tp0.2,C,tp0.2_slNone_tr0.06_ts0.1
C,159930,2021-07-12,2021-08-19,0.06032171581769452,12821.216669325831,13594.614457689991,trail0.06,C,tp0.2_slNone_tr0.06_ts0.1
C,159930,2021-08-20,2021-08-31,0.1918158567774937,13594.614457689991,16202.2770774515,original,C,tp0.2_slNone_tr0.06_ts0.1
C,512880,2021-09-01,2021-11-05,-0.0658119658119658,16202.2770774515,15135.973372354265,original,C,tp0.2_slNone_tr0.06_ts0.1
C,516970,2021-11-08,2022-01-04,0.1094890510948904,15135.973372354265,16793.196734290865,original,C,tp0.2_slNone_tr0.06_ts0.1
C,159813,2022-01-05,2022-03-09,-0.0868232890704799,16793.196734290865,15335.15615981209,original,C,tp0.2_slNone_tr0.06_ts0.1
C,512950,2022-03-10,2022-05-12,-0.0866721177432543,15335.15615981209,14006.025699517664,original,C,tp0.2_slNone_tr0.06_ts0.1
C,159811,2022-05-13,2022-07-11,0.0724137931034483,14006.025699517664,15020.255146724116,original,C,tp0.2_slNone_tr0.06_ts0.1
C,159930,2022-07-12,2022-08-31,0.0998168498168499,15020.255146724116,16519.529698915445,trail0.06,C,tp0.2_slNone_tr0.06_ts0.1
C,512950,2022-09-01,2022-11-04,-0.0222412318220701,16519.529698915445,16152.115009290295,original,C,tp0.2_slNone_tr0.06_ts0.1
C,159813,2022-11-07,2023-01-03,-0.0659971305595406,16152.115009290295,15086.121766209448,original,C,tp0.2_slNone_tr0.06_ts0.1
C,159825,2023-01-04,2023-03-08,0.0258519388954172,15086.121766209448,15476.127264278319,original,C,tp0.2_slNone_tr0.06_ts0.1
C,516750,2023-03-09,2023-05-10,-0.1017316017316017,15476.127264278319,13901.716049081175,original,C,tp0.2_slNone_tr0.06_ts0.1
C,515790,2023-05-11,2023-07-10,-0.0080971659919028,13901.716049081175,13789.151546659465,original,C,tp0.2_slNone_tr0.06_ts0.1
C,515170,2023-07-11,2023-09-05,0.041116005873715,13789.151546659465,14356.106382645461,original,C,tp0.2_slNone_tr0.06_ts0.1
C,515790,2023-09-06,2023-11-09,-0.0901328273244782,14356.106382645461,13062.149925006637,original,C,tp0.2_slNone_tr0.06_ts0.1
C,512980,2023-11-10,2024-01-08,-0.1001300390117035,13062.149925006637,11754.236343439003,original,C,tp0.2_slNone_tr0.06_ts0.1
C,159996,2024-01-09,2024-03-13,0.0920421860019176,11754.236343439003,12836.121951272315,original,C,tp0.2_slNone_tr0.06_ts0.1
C,515790,2024-03-14,2024-05-16,-0.1112359550561797,12836.121951272315,11408.283666804946,original,C,tp0.2_slNone_tr0.06_ts0.1
C,159902,2024-05-17,2024-07-15,-0.0328515111695137,11408.283666804946,11033.504308499923,original,C,tp0.2_slNone_tr0.06_ts0.1
C,515790,2024-07-16,2024-09-10,-0.0500736377025037,11033.504308499923,10481.016611167084,original,C,tp0.2_slNone_tr0.06_ts0.1
C,515170,2024-09-11,2024-09-27,0.26024590163934436,10481.016611167084,13208.658229237208,tp0.2,C,tp0.2_slNone_tr0.06_ts0.1
C,515170,2024-09-30,2024-12-02,-0.0989660265878877,13208.658229237208,11901.449807732197,original,C,tp0.2_slNone_tr0.06_ts0.1
C,159755,2024-12-03,2025-02-06,-0.0230215827338128,11901.449807732197,11627.45959633117,original,C,tp0.2_slNone_tr0.06_ts0.1
C,516750,2025-02-07,2025-04-07,-0.0430622009569378,11627.45959633117,11126.755594575281,original,C,tp0.2_slNone_tr0.06_ts0.1
C,512400,2025-04-08,2025-06-09,0.1259105098855359,11126.755594575281,12527.731064859994,original,C,tp0.2_slNone_tr0.06_ts0.1
C,512720,2025-06-10,2025-08-05,0.0719079578139982,12527.731064859994,13428.574621777063,original,C,tp0.2_slNone_tr0.06_ts0.1
C,159902,2025-08-06,2025-09-04,0.0662087912087912,13428.574621777063,14317.664315141972,trail0.06,C,tp0.2_slNone_tr0.06_ts0.1
C,516750,2025-09-05,2025-11-10,0.0487106017191978,14317.664315141972,15015.086359146024,original,C,tp0.2_slNone_tr0.06_ts0.1
C,159992,2025-11-11,2026-01-08,-0.01010101010101,15015.086359146024,14863.418820164754,original,C,tp0.2_slNone_tr0.06_ts0.1
C,515170,2026-01-09,2026-03-16,-0.03770197486535,14863.418820164754,14303.038577393732,original,C,tp0.2_slNone_tr0.06_ts0.1
C,512660,2026-03-17,2026-05-18,-0.0007267441860464,14303.038577393732,14292.643927264815,original,C,tp0.2_slNone_tr0.06_ts0.1
C,159766,2026-05-19,2026-07-15,-0.105348460291734,14292.643927264815,12786.935896029463,original,C,tp0.2_slNone_tr0.06_ts0.1
C,515210,2021-01-05,2021-03-03,0.2061191626409018,10000.0,12061.191626409018,tp0.2,C,tp0.2_slNone_tr0.1_ts0.15
C,159902,2021-03-04,2021-04-30,-0.0435419719489219,12061.191626409018,11536.023558941346,original,C,tp0.2_slNone_tr0.1_ts0.15
C,512880,2021-05-06,2021-07-02,0.0234833659491193,11536.023558941346,11806.928221773627,original,C,tp0.2_slNone_tr0.1_ts0.15
C,159930,2021-07-05,2021-08-30,0.1588541666666667,11806.928221773627,13682.507965336627,original,C,tp0.2_slNone_tr0.1_ts0.15
