rule_id,scope,exec_mode,trade_id,year,line,symbol,name,signal_date,entry_date,original_exit_date,exit_date_new,exit_close_new,ret_original,ret_new,exit_reason,hold_bars,policy,selector_family,score_mode
base_original,all,original,83,2019,D,159930,能源ETF,2019-07-18,2019-07-19,2019-12-02,2019-12-02,0.674,-0.0560224089635853,-0.056022408963585346,original,90,priority_DCS_raw_noskip,conservative_tp,stable_profit
base_original,all,original,84,2019,D,159930,能源ETF,2019-07-19,2019-07-22,2019-12-03,2019-12-03,0.676,-0.0451977401129942,-0.04519774011299427,original,90,priority_DCS_raw_noskip,conservative_tp,stable_profit
base_original,all,original,85,2019,D,159930,能源ETF,2019-07-22,2019-07-23,2019-12-04,2019-12-04,0.676,-0.0492264416315048,-0.0492264416315048,original,90,priority_DCS_raw_noskip,conservative_tp,stable_profit
base_original,all,original,86,2019,D,159930,能源ETF,2019-07-23,2019-07-24,2019-12-05,2019-12-05,0.676,-0.0558659217877094,-0.05586592178770944,original,90,priority_DCS_raw_noskip,conservative_tp,stable_profit
base_original,all,original,87,2019,D,159930,能源ETF,2019-07-24,2019-07-25,2019-12-06,2019-12-06,0.678,-0.0504201680672268,-0.05042016806722682,original,90,priority_DCS_raw_noskip,conservative_tp,stable_profit
base_original,all,original,88,2019,D,159930,能源ETF,2019-07-25,2019-07-26,2019-12-09,2019-12-09,0.679,-0.0463483146067414,-0.04634831460674149,original,90,priority_DCS_raw_noskip,conservative_tp,stable_profit
base_original,all,original,89,2019,D,159930,能源ETF,2019-07-26,2019-07-29,2019-12-10,2019-12-10,0.678,-0.0437235543018335,-0.0437235543018335,original,90,priority_DCS_raw_noskip,conservative_tp,stable_profit
base_original,all,original,90,2019,D,159930,能源ETF,2019-07-29,2019-07-30,2019-12-11,2019-12-11,0.68,-0.0436005625879042,-0.043600562587904235,original,90,priority_DCS_raw_noskip,conservative_tp,stable_profit
base_original,all,original,91,2019,D,159930,能源ETF,2019-07-30,2019-07-31,2019-12-12,2019-12-12,0.676,-0.053221288515406,-0.053221288515406084,original,90,priority_DCS_raw_noskip,conservative_tp,stable_profit
base_original,all,original,92,2019,D,159930,能源ETF,2019-07-31,2019-08-01,2019-12-13,2019-12-13,0.681,-0.0435393258426964,-0.043539325842696486,original,90,priority_DCS_raw_noskip,conservative_tp,stable_profit
base_original,all,original,93,2019,D,159930,能源ETF,2019-08-01,2019-08-02,2019-12-16,2019-12-16,0.69,-0.0128755364806867,-0.012875536480686733,original,90,priority_DCS_raw_noskip,conservative_tp,stable_profit
base_original,all,original,94,2019,D,159930,能源ETF,2019-08-02,2019-08-05,2019-12-17,2019-12-17,0.697,0.0190058479532162,0.01900584795321625,original,90,priority_DCS_raw_noskip,conservative_tp,stable_profit
base_original,all,original,95,2019,D,510880,红利ETF,2019-08-05,2019-08-06,2019-12-17,2019-12-17,2.86,0.0751879699248119,0.07518796992481191,original,89,priority_DCS_raw_noskip,conservative_tp,stable_profit
base_original,all,original,96,2019,D,510880,红利ETF,2019-08-06,2019-08-07,2019-12-17,2019-12-17,2.86,0.0784313725490195,0.07843137254901955,original,88,priority_DCS_raw_noskip,conservative_tp,stable_profit
base_original,all,original,97,2019,D,512880,证券ETF,2019-08-07,2019-08-08,2019-12-17,2019-12-17,0.999,0.1174496644295302,0.1174496644295302,original,87,priority_DCS_raw_noskip,conservative_tp,stable_profit
